elps_soccer01_1015.png, 0, POLYGON, 299, 279.5, 667, 263.5, 1151, 267.5, 1569, 299.5, 1731, 345.5, 1403, 403.5, 1021, 417.5, 573, 425.5, 299, 279.5
elps_soccer01_1017.png, 0, POLYGON, 924.7372709, 835.2348551, 1130.708666, 831.2829864, 1106.049006, 826.3826692, 1076.647103, 824.3276975, 1050.722844, 823.8534733, 1023.692063, 824.3276975, 981.4861051, 825.7503702, 944.3385395, 830.3345379, 924.7372709, 835.2348551
elps_soccer01_1017.png, 0, POLYGON, 666.6005042, 423.1286991, 1177.64532, 403.0419284, 1099.633908, 436.6755909, 1005.2728, 456.2952273, 919.3201067, 463.7693745, 813.7477773, 459.0980325, 747.8818551, 447.4196775, 692.7600194, 434.3399199, 666.6005042, 423.1286991
elps_soccer01_1017.png, 0, POLYGON, 808.777788, 714.00694, 859.8889025, 742.00694, 1006.999986, 755.784711, 1151.888902, 733.562482, 1184.33336, 706.8958255, 1160.33336, 684.2291385, 1045.222215, 660.6736117, 843.8889025, 678.00694, 808.777788, 714.00694
elps_soccer01_1023.png, 0, POLYGON, 1009.75, 750.375, 909.75, 745.875, 814.25, 717.875, 881.25, 678.375, 990.25, 668.875, 1096.75, 674.875, 1181.75, 708.875, 1114.75, 738.375, 1009.75, 750.375
elps_soccer01_1023.png, 0, POLYGON, 923.9210055, 835.3966508, 1131.006748, 831.6986911, 1099.431862, 825.4406054, 1058.469847, 824.0183133, 1027.463877, 824.3027717, 989.0619877, 826.0095223, 964.8830205, 828.0007314, 944.6864714, 830.5608573, 932.7392171, 832.5520664, 923.9210055, 835.3966508
elps_soccer01_1023.png, 0, POLYGON, 668.8786382, 422.18103, 1175.866753, 402.5928528, 1128.048556, 426.7900129, 1061.218305, 446.37819, 990.9313159, 457.9006472, 919.4920815, 464.2379986, 826.7363013, 459.0528929, 732.8282754, 443.4975757, 668.8786382, 422.18103
elps_soccer01_1024.png, 0, POLYGON, 680.25, 423.875, 760.75, 445.375, 854.25, 458.375, 935.25, 458.875, 1024.75, 449.375, 1111.75, 428.375, 1167.75, 404.375, 916.75, 413.875, 680.25, 423.875
elps_soccer01_1024.png, 0, POLYGON, 935.375, 834.6875, 966.875, 829.9375, 1010.875, 826.9375, 1049.125, 826.4375, 1085.375, 827.4375, 1124.625, 830.4375, 1052.375, 831.4375, 992.375, 833.1875, 935.375, 834.6875
elps_soccer01_1024.png, 0, POLYGON, 1004.75, 751.875, 912.25, 747.875, 814.25, 718.875, 875.75, 677.375, 986.25, 667.375, 1106.25, 674.375, 1182.75, 707.875, 1106.75, 742.375, 1004.75, 751.875
elps_soccer01_1037.png, 0, POLYGON, 925.5, 496.75, 1095.5, 486.75, 1217.5, 450.75, 1128.5, 394.75, 932.5, 377.75, 758.5, 386.75, 627.5, 442.75, 775.5, 488.75, 925.5, 496.75
elps_soccer01_1038.png, 0, POLYGON, 633.5, 447.75, 756.5, 386.75, 925.5, 375.75, 1111.5, 392.75, 1221.5, 446.75, 1070.5, 489.75, 922.5, 497.75, 782.5, 489.75, 633.5, 447.75
elps_soccer01_1039.png, 0, POLYGON, 619.5, 444.75, 748.5, 385.75, 922.5, 375.75, 1112.5, 390.75, 1227.5, 446.75, 1048.5, 493.75, 920.5, 502.75, 777.5, 489.75, 619.5, 444.75
elps_soccer01_1040.png, 0, POLYGON, 577.5, 523.75, 708.5, 447.75, 919.5, 433.75, 1159.5, 454.75, 1268.5, 520.75, 1091.5, 571.75, 918.5, 578.75, 739.5, 569.75, 577.5, 523.75
elps_soccer01_1041.png, 0, POLYGON, 566.5, 717.75, 592.5, 699.75, 572.5, 671.75, 521.5, 656.75, 461.5, 638.75, 390.5, 630.75, 332.5, 622.75, 266.5, 614.75, 212.5, 611.75, 566.5, 717.75
elps_soccer01_1041.png, 0, POLYGON, 1909.5, 640.75, 1802.5, 636.75, 1675.5, 625.75, 1565.5, 593.75, 1586.5, 531.75, 1686.5, 487.75, 1784.5, 468.75, 1916.5, 441.75, 1909.5, 640.75
